32359328
84.2487%
1000, 1000
(2, 0), (2, 10000)
(2, 0), (10000, 0)
(2, 10000), (60, 10000)
(60, 0.5), (60, 10000)
(60, 0.5), (62, 0.5)
(62, 0.5), (62, 10000)
(62, 10000), (68, 10000)
(68, 0.5), (68, 10000)
(68, 0.5), (71, 0.5)
(71, 0.5), (71, 10000)
(71, 10000), (110, 10000)
(110, 0.5), (110, 10000)
(110, 0.5), (112, 0.5)
(112, 0.5), (112, 10000)
(112, 10000), (126, 10000)
(126, 0.5), (126, 10000)
(126, 0.5), (128, 0.5)
(128, 0.5), (128, 10000)
(128, 10000), (193, 10000)
(193, 0.5), (193, 10000)
(193, 0.5), (195, 0.5)
(195, 0.5), (195, 10000)
(195, 10000), (233, 10000)
(233, 0.5), (233, 10000)
(233, 0.5), (235, 0.5)
(235, 0.5), (235, 10000)
(235, 10000), (277, 10000)
(277, 0.5), (277, 10000)
(277, 0.5), (279, 0.5)
(279, 0.5), (279, 10000)
(279, 10000), (447, 10000)
(447, 0.5), (447, 10000)
(447, 0.5), (449, 0.5)
(449, 0.5), (449, 10000)
(449, 10000), (489, 10000)
(489, 0.5), (489, 10000)
(489, 0.5), (491, 0.5)
(491, 0.5), (491, 10000)
(491, 10000), (498, 10000)
(498, 0.5), (498, 10000)
(498, 0.5), (500, 0.5)
(500, 0.5), (500, 10000)
(500, 10000), (540, 10000)
(540, 0.5), (540, 10000)
(540, 0.5), (542, 0.5)
(542, 0.5), (542, 10000)
(542, 10000), (583, 10000)
(583, 0.5), (583, 10000)
(583, 0.5), (585, 0.5)
(585, 0.5), (585, 10000)
(585, 10000), (608, 10000)
(608, 0.5), (608, 10000)
(608, 0.5), (610, 0.5)
(610, 0.5), (610, 10000)
(610, 10000), (612, 10000)
(612, 0.5), (612, 10000)
(612, 0.5), (614, 0.5)
(614, 0.5), (614, 10000)
(614, 10000), (653, 10000)
(653, 0.5), (653, 10000)
(653, 0.5), (655, 0.5)
(655, 0.5), (655, 10000)
(655, 10000), (659, 10000)
(659, 0.5), (659, 10000)
(659, 0.5), (664, 0.5)
(664, 0.5), (664, 10000)
(664, 10000), (673, 10000)
(673, 0.5), (673, 10000)
(673, 0.5), (675, 0.5)
(675, 0.5), (675, 10000)
(675, 10000), (681, 10000)
(681, 0.5), (681, 10000)
(681, 0.5), (683, 0.5)
(683, 0.5), (683, 10000)
(683, 10000), (711, 10000)
(711, 0.5), (711, 10000)
(711, 0.5), (713, 0.5)
(713, 0.5), (713, 10000)
(713, 10000), (717, 10000)
(717, 0.5), (717, 10000)
(717, 0.5), (719, 0.5)
(719, 0.5), (719, 10000)
(719, 10000), (750, 10000)
(750, 0.5), (750, 10000)
(750, 0.5), (752, 0.5)
(752, 0.5), (752, 10000)
(752, 10000), (764, 10000)
(764, 0.5), (764, 10000)
(764, 0.5), (766, 0.5)
(766, 0.5), (766, 10000)
(766, 10000), (768, 10000)
(768, 0.5), (768, 10000)
(768, 0.5), (770, 0.5)
(770, 0.5), (770, 10000)
(770, 10000), (778, 10000)
(778, 0.5), (778, 10000)
(778, 0.5), (780, 0.5)
(780, 0.5), (780, 10000)
(780, 10000), (861, 10000)
(861, 0.5), (861, 10000)
(861, 0.5), (863, 0.5)
(863, 0.5), (863, 10000)
(863, 10000), (907, 10000)
(907, 0.5), (907, 10000)
(907, 0.5), (909, 0.5)
(909, 0.5), (909, 10000)
(909, 10000), (922, 10000)
(922, 0.5), (922, 10000)
(922, 0.5), (924, 0.5)
(924, 0.5), (924, 10000)
(924, 10000), (941, 10000)
(941, 0.5), (941, 10000)
(941, 0.5), (943, 0.5)
(943, 0.5), (943, 10000)
(943, 10000), (977, 10000)
(977, 0.5), (977, 10000)
(977, 0.5), (983, 0.5)
(983, 0.5), (983, 10000)
(983, 10000), (986, 10000)
(986, 0.5), (986, 10000)
(986, 0.5), (988, 0.5)
(988, 0.5), (988, 10000)
(988, 10000), (1133, 10000)
(1133, 0.5), (1133, 10000)
(1133, 0.5), (1135, 0.5)
(1135, 0.5), (1135, 10000)
(1135, 10000), (1142, 10000)
(1142, 0.5), (1142, 10000)
(1142, 0.5), (1144, 0.5)
(1144, 0.5), (1144, 10000)
(1144, 10000), (1164, 10000)
(1164, 0.5), (1164, 10000)
(1164, 0.5), (1166, 0.5)
(1166, 0.5), (1166, 10000)
(1166, 10000), (1172, 10000)
(1172, 0.5), (1172, 10000)
(1172, 0.5), (1174, 0.5)
(1174, 0.5), (1174, 10000)
