46249639
99.9796%
872, 872
(0.1, 0.1), (0.1, 9999.9)
(0.1, 9999.9), (49.8, 9999.9)
(49.8, 8500.9), (50.1, 8500.9)
(49.8, 9999.9), (49.8, 8500.9)
(49.9, 8501.1), (49.9, 9999.9)
(49.9, 9999.9), (79.8, 9999.9)
(50.1, 8500.9), (50.1, 8501.1)
(50.1, 8501.1), (49.9, 8501.1)
(79.8, 1098.9), (80.1, 1098.9)
(79.8, 9999.9), (79.8, 1098.9)
(79.9, 1099.1), (79.9, 9999.9)
(79.9, 9999.9), (83.8, 9999.9)
(80.1, 1098.9), (80.1, 1099.1)
(80.1, 1099.1), (79.9, 1099.1)
(83.8, 9076.9), (84.1, 9076.9)
(83.8, 9999.9), (83.8, 9076.9)
(83.9, 9077.1), (83.9, 9999.9)
(83.9, 9999.9), (140.8, 9999.9)
(84.1, 9076.9), (84.1, 9077.1)
(84.1, 9077.1), (83.9, 9077.1)
(140.8, 4351.9), (141.1, 4351.9)
(140.8, 9999.9), (140.8, 4351.9)
(140.9, 4352.1), (140.9, 9999.9)
(140.9, 9999.9), (154.8, 9999.9)
(141.1, 4351.9), (141.1, 4352.1)
(141.1, 4352.1), (140.9, 4352.1)
(154.8, 70.9), (155.1, 70.9)
(154.8, 9999.9), (154.8, 70.9)
(154.9, 71.1), (154.9, 9999.9)
(154.9, 9999.9), (237.8, 9999.9)
(155.1, 70.9), (155.1, 71.1)
(155.1, 71.1), (154.9, 71.1)
(237.8, 3434.9), (238.1, 3434.9)
(237.8, 9999.9), (237.8, 3434.9)
(237.9, 3435.1), (237.9, 9999.9)
(237.9, 9999.9), (321.8, 9999.9)
(238.1, 3434.9), (238.1, 3435.1)
(238.1, 3435.1), (237.9, 3435.1)
(321.8, 2405.9), (322.1, 2405.9)
(321.8, 9999.9), (321.8, 2405.9)
(321.9, 2406.1), (321.9, 9999.9)
(321.9, 9999.9), (390.8, 9999.9)
(322.1, 2405.9), (322.1, 2406.1)
(322.1, 2406.1), (321.9, 2406.1)
(390.8, 675.9), (391.1, 675.9)
(390.8, 9999.9), (390.8, 675.9)
(390.9, 676.1), (390.9, 9999.9)
(390.9, 9999.9), (437.8, 9999.9)
(391.1, 675.9), (391.1, 676.1)
(391.1, 676.1), (390.9, 676.1)
(437.8, 6396.9), (438.1, 6396.9)
(437.8, 9999.9), (437.8, 6396.9)
(437.9, 6397.1), (437.9, 9999.9)
(437.9, 9999.9), (533.8, 9999.9)
(438.1, 6396.9), (438.1, 6397.1)
(438.1, 6397.1), (437.9, 6397.1)
(533.8, 7069.9), (534.1, 7069.9)
(533.8, 9999.9), (533.8, 7069.9)
(533.9, 7070.1), (533.9, 9999.9)
(533.9, 9999.9), (560.8, 9999.9)
(534.1, 7069.9), (534.1, 7070.1)
(534.1, 7070.1), (533.9, 7070.1)
(560.8, 8408.9), (561.1, 8408.9)
(560.8, 9999.9), (560.8, 8408.9)
(560.9, 8409.1), (560.9, 9999.9)
(560.9, 9999.9), (690.8, 9999.9)
(561.1, 8408.9), (561.1, 8409.1)
(561.1, 8409.1), (560.9, 8409.1)
(690.8, 6149.9), (691.1, 6149.9)
(690.8, 9999.9), (690.8, 6149.9)
(690.9, 6150.1), (690.9, 9999.9)
(690.9, 9999.9), (707.8, 9999.9)
(691.1, 6149.9), (691.1, 6150.1)
(691.1, 6150.1), (690.9, 6150.1)
(707.8, 1945.9), (708.1, 1945.9)
(707.8, 9999.9), (707.8, 1945.9)
(707.9, 1946.1), (707.9, 9999.9)
(707.9, 9999.9), (713.8, 9999.9)
(708.1, 1945.9), (708.1, 1946.1)
(708.1, 1946.1), (707.9, 1946.1)
(713.8, 9364.9), (714.1, 9364.9)
(713.8, 9999.9), (713.8, 9364.9)
(713.9, 9365.1), (713.9, 9999.9)
(713.9, 9999.9), (719.8, 9999.9)
(714.1, 9364.9), (714.1, 9365.1)
(714.1, 9365.1), (713.9, 9365.1)
(719.8, 9407.9), (720.1, 9407.9)
(719.8, 9999.9), (719.8, 9407.9)
(719.9, 9408.1), (719.9, 9999.9)
(719.9, 9999.9), (752.8, 9999.9)
(720.1, 9407.9), (720.1, 9408.1)
(720.1, 9408.1), (719.9, 9408.1)
(752.8, 2019.9), (753.1, 2019.9)
(752.8, 9999.9), (752.8, 2019.9)
(752.9, 2020.1), (752.9, 9999.9)
(752.9, 9999.9), (801.8, 9999.9)
(753.1, 2019.9), (753.1, 2020.1)
(753.1, 2020.1), (752.9, 2020.1)
(801.8, 1119.9), (802.1, 1119.9)
(801.8, 9999.9), (801.8, 1119.9)
(801.9, 1120.1), (801.9, 9999.9)
(801.9, 9999.9), (812.8, 9999.9)
(802.1, 1119.9), (802.1, 1120.1)
(802.1, 1120.1), (801.9, 1120.1)
(812.8, 2199.9), (813.1, 2199.9)
(812.8, 9999.9), (812.8, 2199.9)
(812.9, 2200.1), (812.9, 9999.9)
(812.9, 9999.9), (815.8, 9999.9)
(813.1, 2199.9), (813.1, 2200.1)
(813.1, 2200.1), (812.9, 2200.1)
(815.8, 9996.9), (816.1, 9996.9)
(815.8, 9999.9), (815.8, 9996.9)
(815.9, 9997.1), (815.9, 9999.9)
(815.9, 9999.9), (856.8, 9999.9)
(816.1, 9996.9), (816.1, 9997.1)
(816.1, 9997.1), (815.9, 9997.1)
(856.8, 1946.9), (857.1, 1946.9)
(856.8, 9999.9), (856.8, 1946.9)
(856.9, 1947.1), (856.9, 9999.9)
(856.9, 9999.9), (901.8, 9999.9)
(857.1, 1946.9), (857.1, 1947.1)
(857.1, 1947.1), (856.9, 1947.1)
(901.8, 1770.9), (902.1, 1770.9)
(901.8, 9999.9), (901.8, 1770.9)
(901.9, 1771.1), (901.9, 9999.9)
(901.9, 9999.9), (972.8, 9999.9)
(902.1, 1770.9), (902.1, 1771.1)
(902.1, 1771.1), (901.9, 1771.1)
(972.8, 8775.9), (973.1, 8775.9)
(972.8, 9999.9), (972.8, 8775.9)
(972.9, 8776.1), (972.9, 9999.9)
(972.9, 9999.9), (1079.8, 9999.9)
(973.1, 8775.9), (973.1, 8776.1)
(973.1, 8776.1), (972.9, 8776.1)
(1079.8, 4585.9), (1080.1, 4585.9)
(1079.8, 9999.9), (1079.8, 4585.9)
(1079.9, 4586.1), (1079.9, 9999.9)
(1079.9, 9999.9), (1149.8, 9999.9)
(1080.1, 4585.9), (1080.1, 4586.1)
(1080.1, 4586.1), (1079.9, 4586.1)
(1149.8, 1929.9), (1150.1, 1929.9)
(1149.8, 9999.9), (1149.8, 1929.9)
(1149.9, 1930.1), (1149.9, 9999.9)
(1149.9, 9999.9), (1192.8, 9999.9)
(1150.1, 1929.9), (1150.1, 1930.1)
(1150.1, 1930.1), (1149.9, 1930.1)
(1192.8, 8830.9), (1193.1, 8830.9)
(1192.8, 9999.9), (1192.8, 8830.9)
(1192.9, 8831.1), (1192.9, 9999.9)
(1192.9, 9999.9), (1234.8, 9999.9)
(1193.1, 8830.9), (1193.1, 8831.1)
(1193.1, 8831.1), (1192.9, 8831.1)
(1234.8, 4318.9), (1235.1, 4318.9)
(1234.8, 9999.9), (1234.8, 4318.9)
(1234.9, 4319.1), (1234.9, 9999.9)
(1234.9, 9999.9), (1258.8, 9999.9)
(1235.1, 4318.9), (1235.1, 4319.1)
(1235.1, 4319.1), (1234.9, 4319.1)
(1258.8, 1821.9), (1259.1, 1821.9)
(1258.8, 9999.9), (1258.8, 1821.9)
(1258.9, 1822.1), (1258.9, 9999.9)
(1258.9, 9999.9), (1475.8, 9999.9)
(1259.1, 1821.9), (1259.1, 1822.1)
(1259.1, 1822.1), (1258.9, 1822.1)
(1475.8, 263.9), (1476.1, 263.9)
(1475.8, 9999.9), (1475.8, 263.9)
(1475.9, 264.1), (1475.9, 9999.9)
(1475.9, 9999.9), (1530.8, 9999.9)
(1476.1, 263.9), (1476.1, 264.1)
(1476.1, 264.1), (1475.9, 264.1)
(1530.8, 5446.9), (1531.1, 5446.9)
(1530.8, 9999.9), (1530.8, 5446.9)
